Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Lebanon,1959-01-01,,,,,
Malaysia,1959-01-01,,,,,
Mauritius,1959-01-01,,,,,
Mayotte,1959-01-01,,,,,
Mexico,1959-01-01,,,,,
Micronesia (country),1959-01-01,,,,,
Moldova,1959-01-01,,,,,
Montserrat,1959-01-01,,,,,
New Caledonia,1959-01-01,,,,,
Niue,1959-01-01,,,,,
North Korea,1959-01-01,,,,,
North Macedonia,1959-01-01,,,,,
Palestine,1959-01-01,,,,,
Panama,1959-01-01,,,,,
Paraguay,1959-01-01,,,,,
Peru,1959-01-01,,,,,
Philippines,1959-01-01,,,,,
Qatar,1959-01-01,,,,,
Reunion,1959-01-01,,,,,
Russia,1959-01-01,,,,,
Saint Kitts and Nevis,1959-01-01,,,,,
Saint Lucia,1959-01-01,,,,,
Saint Vincent and the Grenadines,1959-01-01,,,,,
Samoa,1959-01-01,,,,,
Saudi Arabia,1959-01-01,,,,,
Seychelles,1959-01-01,,,,,
South Korea,1959-01-01,,,,,
Sri Lanka,1959-01-01,,,,,
Suriname,1959-01-01,,,,,
Syria,1959-01-01,,,,,
Thailand,1959-01-01,,,,,
Tokelau,1959-01-01,,,,,
Tonga,1959-01-01,,,,,
Trinidad and Tobago,1959-01-01,,,,,
Tunisia,1959-01-01,,,,,
Turkey,1959-01-01,,,,,
Turkmenistan,1959-01-01,,,,,
Turks and Caicos Islands,1959-01-01,,,,,
United Arab Emirates,1959-01-01,,,,,
Uzbekistan,1959-01-01,,,,,
Vanuatu,1959-01-01,,,,,
Venezuela,1959-01-01,,,,,
Vietnam,1959-01-01,,,,,
Wallis and Futuna,1959-01-01,,,,,
Albania,1960-01-01,,,,,
Anguilla,1960-01-01,,,,,
Armenia,1960-01-01,,,,,
Azerbaijan,1960-01-01,,,,,
Bahamas,1960-01-01,,,,,
Bahrain,1960-01-01,,,,,
Belize,1960-01-01,,,,,
Bosnia and Herzegovina,1960-01-01,,,,,
Brazil,1960-01-01,,,,,
British Virgin Islands,1960-01-01,,,,,
Brunei,1960-01-01,,,,,
Cape Verde,1960-01-01,,,,,
Cayman Islands,1960-01-01,,,,,
Chile,1960-01-01,,,,,
China,1960-01-01,,,,,
Colombia,1960-01-01,,,,,
Cook Islands,1960-01-01,,,,,
Dominica,1960-01-01,,,,,
Dominican Republic,1960-01-01,,,,,
Ecuador,1960-01-01,,,,,
Falkland Islands,1960-01-01,,,,,
Fiji,1960-01-01,,,,,
French Guiana,1960-01-01,,,,,
French Polynesia,1960-01-01,,,,,
Georgia,1960-01-01,,,,,
Greenland,1960-01-01,,,,,
Grenada,1960-01-01,,,,,
Guadeloupe,1960-01-01,,,,,
Guam,1960-01-01,,,,,
Guyana,1960-01-01,,,,,
Jamaica,1960-01-01,,,,,
Jordan,1960-01-01,,,,,
Kazakhstan,1960-01-01,,,,,
Kosovo,1960-01-01,,,,,
Kuwait,1960-01-01,,,,,
Kyrgyzstan,1960-01-01,,,,,
Lebanon,1960-01-01,,,,,
Malaysia,1960-01-01,,,,,
Mauritius,1960-01-01,,,,,
Mayotte,1960-01-01,,,,,
Mexico,1960-01-01,,,,,
Micronesia (country),1960-01-01,,,,,
Moldova,1960-01-01,,,,,
Montserrat,1960-01-01,,,,,
New Caledonia,1960-01-01,,,,,
Niue,1960-01-01,,,,,
North Korea,1960-01-01,,,,,
North Macedonia,1960-01-01,,,,,
Palestine,1960-01-01,,,,,
Panama,1960-01-01,,,,,
Paraguay,1960-01-01,,,,,
Peru,1960-01-01,,,,,
Philippines,1960-01-01,,,,,
Qatar,1960-01-01,,,,,
Reunion,1960-01-01,,,,,
Russia,1960-01-01,,,,,
Saint Kitts and Nevis,1960-01-01,,,,,
Saint Lucia,1960-01-01,,,,,
Saint Vincent and the Grenadines,1960-01-01,,,,,
Samoa,1960-01-01,,,,,
Saudi Arabia,1960-01-01,,,,,
Seychelles,1960-01-01,,,,,
South Korea,1960-01-01,,,,,
Sri Lanka,1960-01-01,,,,,
Suriname,1960-01-01,,,,,
Syria,1960-01-01,,,,,
Thailand,1960-01-01,,,,,
Tokelau,1960-01-01,,,,,
Tonga,1960-01-01,,,,,
Trinidad and Tobago,1960-01-01,,,,,
Tunisia,1960-01-01,,,,,
Turkey,1960-01-01,,,,,
Turkmenistan,1960-01-01,,,,,
Turks and Caicos Islands,1960-01-01,,,,,
United Arab Emirates,1960-01-01,,,,,
Uzbekistan,1960-01-01,,,,,
Vanuatu,1960-01-01,,,,,
Venezuela,1960-01-01,,,,,
Vietnam,1960-01-01,,,,,
Wallis and Futuna,1960-01-01,,,,,
Albania,1961-01-01,,,,,
Anguilla,1961-01-01,,,,,
Armenia,1961-01-01,,,,,
Azerbaijan,1961-01-01,,,,,
Bahamas,1961-01-01,,,,,
Bahrain,1961-01-01,,,,,
Belize,1961-01-01,,,,,
Bosnia and Herzegovina,1961-01-01,,,,,
Brazil,1961-01-01,,,,,
British Virgin Islands,1961-01-01,,,,,
Brunei,1961-01-01,,,,,
Cape Verde,1961-01-01,,,,,
Cayman Islands,1961-01-01,,,,,
Chile,1961-01-01,,,,,
China,1961-01-01,,,,,
Colombia,1961-01-01,,,,,
Cook Islands,1961-01-01,,,,,
Dominica,1961-01-01,,,,,
Dominican Republic,1961-01-01,,,,,
Ecuador,1961-01-01,,,,,
Falkland Islands,1961-01-01,,,,,
Fiji,1961-01-01,,,,,
French Guiana,1961-01-01,,,,,
French Polynesia,1961-01-01,,,,,
Georgia,1961-01-01,,,,,
Greenland,1961-01-01,,,,,
Grenada,1961-01-01,,,,,
Guadeloupe,1961-01-01,,,,,
Guam,1961-01-01,,,,,
Guyana,1961-01-01,,,,,
Jamaica,1961-01-01,,,,,
Jordan,1961-01-01,,,,,
Kazakhstan,1961-01-01,,,,,
Kosovo,1961-01-01,,,,,
Kuwait,1961-01-01,,,,,
Kyrgyzstan,1961-01-01,,,,,
Lebanon,1961-01-01,,,,,
Malaysia,1961-01-01,,,,,
Mauritius,1961-01-01,,,,,
Mayotte,1961-01-01,,,,,
Mexico,1961-01-01,,,,,
Micronesia (country),1961-01-01,,,,,
Moldova,1961-01-01,,,,,
Montserrat,1961-01-01,,,,,
New Caledonia,1961-01-01,,,,,
Niue,1961-01-01,,,,,
North Korea,1961-01-01,,,,,
North Macedonia,1961-01-01,,,,,
Palestine,1961-01-01,,,,,
Panama,1961-01-01,,,,,
Paraguay,1961-01-01,,,,,
Peru,1961-01-01,,,,,
Philippines,1961-01-01,,,,,
Qatar,1961-01-01,,,,,
Reunion,1961-01-01,,,,,
Russia,1961-01-01,,,,,
Saint Kitts and Nevis,1961-01-01,,,,,
Saint Lucia,1961-01-01,,,,,
Saint Vincent and the Grenadines,1961-01-01,,,,,
Samoa,1961-01-01,,,,,
Saudi Arabia,1961-01-01,,,,,
Seychelles,1961-01-01,,,,,
South Korea,1961-01-01,,,,,
Sri Lanka,1961-01-01,,,,,
Suriname,1961-01-01,,,,,
Syria,1961-01-01,,,,,
Thailand,1961-01-01,,,,,
Tokelau,1961-01-01,,,,,
Tonga,1961-01-01,,,,,
Trinidad and Tobago,1961-01-01,,,,,
Tunisia,1961-01-01,,,,,
Turkey,1961-01-01,,,,,
Turkmenistan,1961-01-01,,,,,
Turks and Caicos Islands,1961-01-01,,,,,
United Arab Emirates,1961-01-01,,,,,
Uzbekistan,1961-01-01,,,,,
Vanuatu,1961-01-01,,,,,
Venezuela,1961-01-01,,,,,
Vietnam,1961-01-01,,,,,
Wallis and Futuna,1961-01-01,,,,,
Albania,1962-01-01,,,,,
Anguilla,1962-01-01,,,,,
Armenia,1962-01-01,,,,,
Azerbaijan,1962-01-01,,,,,
Bahamas,1962-01-01,,,,,
Bahrain,1962-01-01,,,,,
Belize,1962-01-01,,,,,
Bosnia and Herzegovina,1962-01-01,,,,,
Brazil,1962-01-01,,,,,
British Virgin Islands,1962-01-01,,,,,
Brunei,1962-01-01,,,,,
Cape Verde,1962-01-01,,,,,
Cayman Islands,1962-01-01,,,,,
Chile,1962-01-01,,,,,
China,1962-01-01,,,,,
Colombia,1962-01-01,,,,,
Cook Islands,1962-01-01,,,,,
Dominica,1962-01-01,,,,,
Dominican Republic,1962-01-01,,,,,
Ecuador,1962-01-01,,,,,
Falkland Islands,1962-01-01,,,,,
Fiji,1962-01-01,,,,,
French Guiana,1962-01-01,,,,,
French Polynesia,1962-01-01,,,,,
Georgia,1962-01-01,,,,,
Greenland,1962-01-01,,,,,
Grenada,1962-01-01,,,,,
Guadeloupe,1962-01-01,,,,,
Guam,1962-01-01,,,,,
Guyana,1962-01-01,,,,,
Jamaica,1962-01-01,,,,,
Jordan,1962-01-01,,,,,
Kazakhstan,1962-01-01,,,,,
Kosovo,1962-01-01,,,,,
Kuwait,1962-01-01,,,,,
Kyrgyzstan,1962-01-01,,,,,
Lebanon,1962-01-01,,,,,
Malaysia,1962-01-01,,,,,
Mauritius,1962-01-01,,,,,
Mayotte,1962-01-01,,,,,
Mexico,1962-01-01,,,,,
Micronesia (country),1962-01-01,,,,,
Moldova,1962-01-01,,,,,
Montserrat,1962-01-01,,,,,
New Caledonia,1962-01-01,,,,,
Niue,1962-01-01,,,,,
North Korea,1962-01-01,,,,,
North Macedonia,1962-01-01,,,,,
Palestine,1962-01-01,,,,,
Panama,1962-01-01,,,,,
Paraguay,1962-01-01,,,,,
Peru,1962-01-01,,,,,
Philippines,1962-01-01,,,,,
Qatar,1962-01-01,,,,,
Reunion,1962-01-01,,,,,
Russia,1962-01-01,,,,,
Saint Kitts and Nevis,1962-01-01,,,,,
Saint Lucia,1962-01-01,,,,,
Saint Vincent and the Grenadines,1962-01-01,,,,,
Samoa,1962-01-01,,,,,
Saudi Arabia,1962-01-01,,,,,
Seychelles,1962-01-01,,,,,
South Korea,1962-01-01,,,,,
Sri Lanka,1962-01-01,,,,,
Suriname,1962-01-01,,,,,
Syria,1962-01-01,,,,,
Thailand,1962-01-01,,,,,
Tokelau,1962-01-01,,,,,
Tonga,1962-01-01,,,,,
Trinidad and Tobago,1962-01-01,,,,,
Tunisia,1962-01-01,,,,,
Turkey,1962-01-01,,,,,
Turkmenistan,1962-01-01,,,,,
Turks and Caicos Islands,1962-01-01,,,,,
United Arab Emirates,1962-01-01,,,,,
Uzbekistan,1962-01-01,,,,,
Vanuatu,1962-01-01,,,,,
Venezuela,1962-01-01,,,,,
Vietnam,1962-01-01,,,,,
Wallis and Futuna,1962-01-01,,,,,
Albania,1963-01-01,,,,,
Anguilla,1963-01-01,,,,,
Armenia,1963-01-01,,,,,
Azerbaijan,1963-01-01,,,,,
Bahamas,1963-01-01,,,,,
Bahrain,1963-01-01,,,,,
Belize,1963-01-01,,,,,
Bosnia and Herzegovina,1963-01-01,,,,,
Brazil,1963-01-01,,,,,
British Virgin Islands,1963-01-01,,,,,
Brunei,1963-01-01,,,,,
Cape Verde,1963-01-01,,,,,
Cayman Islands,1963-01-01,,,,,
Chile,1963-01-01,,,,,
China,1963-01-01,,,,,
Colombia,1963-01-01,,,,,
Cook Islands,1963-01-01,,,,,
Dominica,1963-01-01,,,,,
Dominican Republic,1963-01-01,,,,,
Ecuador,1963-01-01,,,,,
Falkland Islands,1963-01-01,,,,,
Fiji,1963-01-01,,,,,
French Guiana,1963-01-01,,,,,
French Polynesia,1963-01-01,,,,,
Georgia,1963-01-01,,,,,
Greenland,1963-01-01,,,,,
Grenada,1963-01-01,,,,,
Guadeloupe,1963-01-01,,,,,
Guam,1963-01-01,,,,,
Guyana,1963-01-01,,,,,
Jamaica,1963-01-01,,,,,
Jordan,1963-01-01,,,,,
Kazakhstan,1963-01-01,,,,,
Kosovo,1963-01-01,,,,,
Kuwait,1963-01-01,,,,,
Kyrgyzstan,1963-01-01,,,,,
Lebanon,1963-01-01,,,,,
Malaysia,1963-01-01,,,,,
Mauritius,1963-01-01,,,,,
Mayotte,1963-01-01,,,,,
Mexico,1963-01-01,,,,,
Micronesia (country),1963-01-01,,,,,
Moldova,1963-01-01,,,,,
Montserrat,1963-01-01,,,,,
New Caledonia,1963-01-01,,,,,
Niue,1963-01-01,,,,,
North Korea,1963-01-01,,,,,
North Macedonia,1963-01-01,,,,,
Palestine,1963-01-01,,,,,
Panama,1963-01-01,,,,,
Paraguay,1963-01-01,,,,,
Peru,1963-01-01,,,,,
Philippines,1963-01-01,,,,,
Qatar,1963-01-01,,,,,
Reunion,1963-01-01,,,,,
Russia,1963-01-01,,,,,
Saint Kitts and Nevis,1963-01-01,,,,,
Saint Lucia,1963-01-01,,,,,
Saint Vincent and the Grenadines,1963-01-01,,,,,
Samoa,1963-01-01,,,,,
Saudi Arabia,1963-01-01,,,,,
Seychelles,1963-01-01,,,,,
South Korea,1963-01-01,,,,,
Sri Lanka,1963-01-01,,,,,
Suriname,1963-01-01,,,,,
Syria,1963-01-01,,,,,
Thailand,1963-01-01,,,,,
Tokelau,1963-01-01,,,,,
Tonga,1963-01-01,,,,,
Trinidad and Tobago,1963-01-01,,,,,
Tunisia,1963-01-01,,,,,
Turkey,1963-01-01,,,,,
Turkmenistan,1963-01-01,,,,,
Turks and Caicos Islands,1963-01-01,,,,,
United Arab Emirates,1963-01-01,,,,,
Uzbekistan,1963-01-01,,,,,
Vanuatu,1963-01-01,,,,,
Venezuela,1963-01-01,,,,,
Vietnam,1963-01-01,,,,,
Wallis and Futuna,1963-01-01,,,,,
Albania,1964-01-01,,,,,
Anguilla,1964-01-01,,,,,
Armenia,1964-01-01,,,,,
Azerbaijan,1964-01-01,,,,,
Bahamas,1964-01-01,,,,,
Bahrain,1964-01-01,,,,,
Belize,1964-01-01,,,,,
Bosnia and Herzegovina,1964-01-01,,,,,
Brazil,1964-01-01,,,,,
British Virgin Islands,1964-01-01,,,,,
Brunei,1964-01-01,,,,,
Cape Verde,1964-01-01,,,,,
Cayman Islands,1964-01-01,,,,,
Chile,1964-01-01,,,,,
China,1964-01-01,,,,,
Colombia,1964-01-01,,,,,
Cook Islands,1964-01-01,,,,,
Dominica,1964-01-01,,,,,
Dominican Republic,1964-01-01,,,,,
Ecuador,1964-01-01,,,,,
Falkland Islands,1964-01-01,,,,,
Fiji,1964-01-01,,,,,
French Guiana,1964-01-01,,,,,
French Polynesia,1964-01-01,,,,,
Georgia,1964-01-01,,,,,
Greenland,1964-01-01,,,,,
Grenada,1964-01-01,,,,,
Guadeloupe,1964-01-01,,,,,
Guam,1964-01-01,,,,,
Guyana,1964-01-01,,,,,
Jamaica,1964-01-01,,,,,
Jordan,1964-01-01,,,,,
Kazakhstan,1964-01-01,,,,,
Kosovo,1964-01-01,,,,,
Kuwait,1964-01-01,,,,,
Kyrgyzstan,1964-01-01,,,,,
Lebanon,1964-01-01,,,,,
Malaysia,1964-01-01,,,,,
Mauritius,1964-01-01,,,,,
Mayotte,1964-01-01,,,,,
Mexico,1964-01-01,,,,,
Micronesia (country),1964-01-01,,,,,
Moldova,1964-01-01,,,,,
Montserrat,1964-01-01,,,,,
New Caledonia,1964-01-01,,,,,
Niue,1964-01-01,,,,,
North Korea,1964-01-01,,,,,
North Macedonia,1964-01-01,,,,,
Palestine,1964-01-01,,,,,
Panama,1964-01-01,,,,,
Paraguay,1964-01-01,,,,,
Peru,1964-01-01,,,,,
Philippines,1964-01-01,,,,,
Qatar,1964-01-01,,,,,
Reunion,1964-01-01,,,,,
Russia,1964-01-01,,,,,
Saint Kitts and Nevis,1964-01-01,,,,,
Saint Lucia,1964-01-01,,,,,
Saint Vincent and the Grenadines,1964-01-01,,,,,
Samoa,1964-01-01,,,,,
Saudi Arabia,1964-01-01,,,,,
Seychelles,1964-01-01,,,,,
South Korea,1964-01-01,,,,,
Sri Lanka,1964-01-01,,,,,
Suriname,1964-01-01,,,,,
Syria,1964-01-01,,,,,
Thailand,1964-01-01,,,,,
Tokelau,1964-01-01,,,,,
Tonga,1964-01-01,,,,,
Trinidad and Tobago,1964-01-01,,,,,
Tunisia,1964-01-01,,,,,
Turkey,1964-01-01,,,,,
Turkmenistan,1964-01-01,,,,,
Turks and Caicos Islands,1964-01-01,,,,,
United Arab Emirates,1964-01-01,,,,,
Uzbekistan,1964-01-01,,,,,
Vanuatu,1964-01-01,,,,,
Venezuela,1964-01-01,,,,,
Vietnam,1964-01-01,,,,,
Wallis and Futuna,1964-01-01,,,,,
Albania,1965-01-01,,,,,
Anguilla,1965-01-01,,,,,
Armenia,1965-01-01,,,,,
Azerbaijan,1965-01-01,,,,,
Bahamas,1965-01-01,,,,,
Bahrain,1965-01-01,,,,,
Belize,1965-01-01,,,,,
Bosnia and Herzegovina,1965-01-01,,,,,
Brazil,1965-01-01,,,,,
British Virgin Islands,1965-01-01,,,,,
Brunei,1965-01-01,,,,,
Cape Verde,1965-01-01,,,,,
Cayman Islands,1965-01-01,,,,,
Chile,1965-01-01,,,,,
China,1965-01-01,,,,,
Colombia,1965-01-01,,,,,
Cook Islands,1965-01-01,,,,,
Dominica,1965-01-01,,,,,
Dominican Republic,1965-01-01,,,,,
Ecuador,1965-01-01,,,,,
Falkland Islands,1965-01-01,,,,,
Fiji,1965-01-01,,,,,
French Guiana,1965-01-01,,,,,
French Polynesia,1965-01-01,,,,,
Georgia,1965-01-01,,,,,
Greenland,1965-01-01,,,,,
Grenada,1965-01-01,,,,,
Guadeloupe,1965-01-01,,,,,
Guam,1965-01-01,,,,,
Guyana,1965-01-01,,,,,
Jamaica,1965-01-01,,,,,
Jordan,1965-01-01,,,,,
Kazakhstan,1965-01-01,,,,,
Kosovo,1965-01-01,,,,,
Kuwait,1965-01-01,,,,,
Kyrgyzstan,1965-01-01,,,,,
Lebanon,1965-01-01,,,,,
Malaysia,1965-01-01,,,,,
Mauritius,1965-01-01,,,,,
Mayotte,1965-01-01,,,,,
Mexico,1965-01-01,,,,,
Micronesia (country),1965-01-01,,,,,
Moldova,1965-01-01,,,,,
Montserrat,1965-01-01,,,,,
New Caledonia,1965-01-01,,,,,
Niue,1965-01-01,,,,,
North Korea,1965-01-01,,,,,
North Macedonia,1965-01-01,,,,,
Palestine,1965-01-01,,,,,
Panama,1965-01-01,,,,,
Paraguay,1965-01-01,,,,,
Peru,1965-01-01,,,,,
Philippines,1965-01-01,,,,,
Qatar,1965-01-01,,,,,
Reunion,1965-01-01,,,,,
Russia,1965-01-01,,,,,
Saint Kitts and Nevis,1965-01-01,,,,,
Saint Lucia,1965-01-01,,,,,
Saint Vincent and the Grenadines,1965-01-01,,,,,
Samoa,1965-01-01,,,,,
Saudi Arabia,1965-01-01,,,,,
Seychelles,1965-01-01,,,,,
South Korea,1965-01-01,,,,,
Sri Lanka,1965-01-01,,,,,
Suriname,1965-01-01,,,,,
Syria,1965-01-01,,,,,
Thailand,1965-01-01,,,,,
Tokelau,1965-01-01,,,,,
Tonga,1965-01-01,,,,,
Trinidad and Tobago,1965-01-01,,,,,
Tunisia,1965-01-01,,,,,
Turkey,1965-01-01,,,,,
Turkmenistan,1965-01-01,,,,,
Turks and Caicos Islands,1965-01-01,,,,,
United Arab Emirates,1965-01-01,,,,,
Uzbekistan,1965-01-01,,,,,
Vanuatu,1965-01-01,,,,,
Venezuela,1965-01-01,,,,,
Vietnam,1965-01-01,,,,,
Wallis and Futuna,1965-01-01,,,,,
Albania,1966-01-01,,,,,
Anguilla,1966-01-01,,,,,
Armenia,1966-01-01,,,,,
Azerbaijan,1966-01-01,,,,,
Bahamas,1966-01-01,,,,,
Bahrain,1966-01-01,,,,,
Belize,1966-01-01,,,,,
Bosnia and Herzegovina,1966-01-01,,,,,
Brazil,1966-01-01,,,,,
British Virgin Islands,1966-01-01,,,,,
Brunei,1966-01-01,,,,,
Cape Verde,1966-01-01,,,,,
Cayman Islands,1966-01-01,,,,,
Chile,1966-01-01,,,,,
China,1966-01-01,,,,,
Colombia,1966-01-01,,,,,
Cook Islands,1966-01-01,,,,,
Dominica,1966-01-01,,,,,
Dominican Republic,1966-01-01,,,,,
Ecuador,1966-01-01,,,,,
Falkland Islands,1966-01-01,,,,,
Fiji,1966-01-01,,,,,
French Guiana,1966-01-01,,,,,
French Polynesia,1966-01-01,,,,,
Georgia,1966-01-01,,,,,
Greenland,1966-01-01,,,,,
Grenada,1966-01-01,,,,,
Guadeloupe,1966-01-01,,,,,
Guam,1966-01-01,,,,,
Guyana,1966-01-01,,,,,
Jamaica,1966-01-01,,,,,
Jordan,1966-01-01,,,,,
Kazakhstan,1966-01-01,,,,,
Kosovo,1966-01-01,,,,,
Kuwait,1966-01-01,,,,,
Kyrgyzstan,1966-01-01,,,,,
Lebanon,1966-01-01,,,,,
Malaysia,1966-01-01,,,,,
Mauritius,1966-01-01,,,,,
Mayotte,1966-01-01,,,,,
Mexico,1966-01-01,,,,,
Micronesia (country),1966-01-01,,,,,
Moldova,1966-01-01,,,,,
Montserrat,1966-01-01,,,,,
New Caledonia,1966-01-01,,,,,
Niue,1966-01-01,,,,,
North Korea,1966-01-01,,,,,
North Macedonia,1966-01-01,,,,,
Palestine,1966-01-01,,,,,
Panama,1966-01-01,,,,,
Paraguay,1966-01-01,,,,,
Peru,1966-01-01,,,,,
Philippines,1966-01-01,,,,,
Qatar,1966-01-01,,,,,
Reunion,1966-01-01,,,,,
Russia,1966-01-01,,,,,
Saint Kitts and Nevis,1966-01-01,,,,,
Saint Lucia,1966-01-01,,,,,
Saint Vincent and the Grenadines,1966-01-01,,,,,
Samoa,1966-01-01,,,,,
Saudi Arabia,1966-01-01,,,,,
Seychelles,1966-01-01,,,,,
South Korea,1966-01-01,,,,,
Sri Lanka,1966-01-01,,,,,
Suriname,1966-01-01,,,,,
Syria,1966-01-01,,,,,
Thailand,1966-01-01,,,,,
Tokelau,1966-01-01,,,,,
Tonga,1966-01-01,,,,,
Trinidad and Tobago,1966-01-01,,,,,
Tunisia,1966-01-01,,,,,
Turkey,1966-01-01,,,,,
Turkmenistan,1966-01-01,,,,,
Turks and Caicos Islands,1966-01-01,,,,,
United Arab Emirates,1966-01-01,,,,,
Uzbekistan,1966-01-01,,,,,
Vanuatu,1966-01-01,,,,,
Venezuela,1966-01-01,,,,,
Vietnam,1966-01-01,,,,,
Wallis and Futuna,1966-01-01,,,,,
Albania,1967-01-01,,,,,
Anguilla,1967-01-01,,,,,
Armenia,1967-01-01,,,,,
Azerbaijan,1967-01-01,,,,,
Bahamas,1967-01-01,,,,,
Bahrain,1967-01-01,,,,,
Belize,1967-01-01,,,,,
Bosnia and Herzegovina,1967-01-01,,,,,
Brazil,1967-01-01,,,,,
British Virgin Islands,1967-01-01,,,,,
Brunei,1967-01-01,,,,,
Cape Verde,1967-01-01,,,,,
Cayman Islands,1967-01-01,,,,,
Chile,1967-01-01,,,,,
China,1967-01-01,,,,,
Colombia,1967-01-01,,,,,
Cook Islands,1967-01-01,,,,,
Dominica,1967-01-01,,,,,
Dominican Republic,1967-01-01,,,,,
Ecuador,1967-01-01,,,,,
Falkland Islands,1967-01-01,,,,,
Fiji,1967-01-01,,,,,
French Guiana,1967-01-01,,,,,
French Polynesia,1967-01-01,,,,,
Georgia,1967-01-01,,,,,
Greenland,1967-01-01,,,,,
Grenada,1967-01-01,,,,,
Guadeloupe,1967-01-01,,,,,
Guam,1967-01-01,,,,,
Guyana,1967-01-01,,,,,
Jamaica,1967-01-01,,,,,
Jordan,1967-01-01,,,,,
Kazakhstan,1967-01-01,,,,,
Kosovo,1967-01-01,,,,,
Kuwait,1967-01-01,,,,,
Kyrgyzstan,1967-01-01,,,,,
Lebanon,1967-01-01,,,,,
Malaysia,1967-01-01,,,,,
Mauritius,1967-01-01,,,,,
Mayotte,1967-01-01,,,,,
Mexico,1967-01-01,,,,,
Micronesia (country),1967-01-01,,,,,
Moldova,1967-01-01,,,,,
Montserrat,1967-01-01,,,,,
New Caledonia,1967-01-01,,,,,
Niue,1967-01-01,,,,,
North Korea,1967-01-01,,,,,
North Macedonia,1967-01-01,,,,,
Palestine,1967-01-01,,,,,
Panama,1967-01-01,,,,,
Paraguay,1967-01-01,,,,,
Peru,1967-01-01,,,,,
Philippines,1967-01-01,,,,,
Qatar,1967-01-01,,,,,
Reunion,1967-01-01,,,,,
Russia,1967-01-01,,,,,
Saint Kitts and Nevis,1967-01-01,,,,,
Saint Lucia,1967-01-01,,,,,
Saint Vincent and the Grenadines,1967-01-01,,,,,
Samoa,1967-01-01,,,,,
Saudi Arabia,1967-01-01,,,,,
Seychelles,1967-01-01,,,,,
South Korea,1967-01-01,,,,,
Sri Lanka,1967-01-01,,,,,
Suriname,1967-01-01,,,,,
Syria,1967-01-01,,,,,
Thailand,1967-01-01,,,,,
Tokelau,1967-01-01,,,,,
Tonga,1967-01-01,,,,,
Trinidad and Tobago,1967-01-01,,,,,
Tunisia,1967-01-01,,,,,
Turkey,1967-01-01,,,,,
Turkmenistan,1967-01-01,,,,,
Turks and Caicos Islands,1967-01-01,,,,,
United Arab Emirates,1967-01-01,,,,,
Uzbekistan,1967-01-01,,,,,
Vanuatu,1967-01-01,,,,,
Venezuela,1967-01-01,,,,,
Vietnam,1967-01-01,,,,,
Wallis and Futuna,1967-01-01,,,,,
Albania,1968-01-01,,,,,
Anguilla,1968-01-01,,,,,
Armenia,1968-01-01,,,,,
Azerbaijan,1968-01-01,,,,,
Bahamas,1968-01-01,,,,,
Bahrain,1968-01-01,,,,,
Belize,1968-01-01,,,,,
Bosnia and Herzegovina,1968-01-01,,,,,
Brazil,1968-01-01,,,,,
British Virgin Islands,1968-01-01,,,,,
Brunei,1968-01-01,,,,,
Cape Verde,1968-01-01,,,,,
Cayman Islands,1968-01-01,,,,,
Chile,1968-01-01,,,,,
China,1968-01-01,,,,,
Colombia,1968-01-01,,,,,
Cook Islands,1968-01-01,,,,,
Dominica,1968-01-01,,,,,
Dominican Republic,1968-01-01,,,,,
Ecuador,1968-01-01,,,,,
Falkland Islands,1968-01-01,,,,,
Fiji,1968-01-01,,,,,
French Guiana,1968-01-01,,,,,
French Polynesia,1968-01-01,,,,,
Georgia,1968-01-01,,,,,
Greenland,1968-01-01,,,,,
Grenada,1968-01-01,,,,,
Guadeloupe,1968-01-01,,,,,
Guam,1968-01-01,,,,,
Guyana,1968-01-01,,,,,
Jamaica,1968-01-01,,,,,
Jordan,1968-01-01,,,,,
Kazakhstan,1968-01-01,,,,,
Kosovo,1968-01-01,,,,,
Kuwait,1968-01-01,,,,,
Kyrgyzstan,1968-01-01,,,,,
Lebanon,1968-01-01,,,,,
Malaysia,1968-01-01,,,,,
Mauritius,1968-01-01,,,,,
Mayotte,1968-01-01,,,,,
Mexico,1968-01-01,,,,,
Micronesia (country),1968-01-01,,,,,
Moldova,1968-01-01,,,,,
Montserrat,1968-01-01,,,,,
New Caledonia,1968-01-01,,,,,
Niue,1968-01-01,,,,,
North Korea,1968-01-01,,,,,
North Macedonia,1968-01-01,,,,,
Palestine,1968-01-01,,,,,
Panama,1968-01-01,,,,,
Paraguay,1968-01-01,,,,,
Peru,1968-01-01,,,,,
Philippines,1968-01-01,,,,,
Qatar,1968-01-01,,,,,
Reunion,1968-01-01,,,,,
Russia,1968-01-01,,,,,
Saint Kitts and Nevis,1968-01-01,,,,,
Saint Lucia,1968-01-01,,,,,
Saint Vincent and the Grenadines,1968-01-01,,,,,
Samoa,1968-01-01,,,,,
Saudi Arabia,1968-01-01,,,,,
Seychelles,1968-01-01,,,,,
South Korea,1968-01-01,,,,,
Sri Lanka,1968-01-01,,,,,
Suriname,1968-01-01,,,,,
Syria,1968-01-01,,,,,
Thailand,1968-01-01,,,,,
Tokelau,1968-01-01,,,,,
Tonga,1968-01-01,,,,,
Trinidad and Tobago,1968-01-01,,,,,
Tunisia,1968-01-01,,,,,
Turkey,1968-01-01,,,,,
Turkmenistan,1968-01-01,,,,,
Turks and Caicos Islands,1968-01-01,,,,,
